Invoice_ID,Branch,City,Customer_type,Gender,Product_line, unit_price ,Quantity,Tax_5%,Total,Date,Time,Payment,gross_margin_percentage,gross_income,Rating
430-53-4718,B,Mandalay,Member,Male,Health and beauty, ? 59.00 ,8,30.148, ? 502.15 ,1/28/2019,15:46:00,Credit card,476.19%,30.148,8.4
886-18-2897,A,Yangon,Normal,Female,Food and beverages, ? 66.00 ,5,14.14, ? 344.14 ,3/22/2019,19:06:00,Credit card,476.19%,14.14,4.5
602-16-6955,B,Mandalay,Normal,Female,Sports and travel, ? 55.00 ,10,38.3, ? 588.30 ,1/24/2019,18:10:00,Ewallet,476.19%,38.3,6
745-74-0715,A,Yangon,Normal,Male,Electronic accessories, ? 56.00 ,2,5.803, ? 117.80 ,03-10-2019,20:46:00,Ewallet,476.19%,5.803,8.8
690-01-6631,B,Mandalay,Normal,Male,Fashion accessories, ? 46.00 ,10,8.745, ? 468.75 ,2/22/2019,18:35:00,Ewallet,476.19%,8.745,6.6
652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories, ? 78.00 ,1,3.048, ? 81.05 ,2/18/2019,11:40:00,Ewallet,476.19%,3.048,5.9
233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty, ? 79.00 ,1,2.018, ? 81.02 ,1/29/2019,13:46:00,Ewallet,476.19%,2.018,6.2
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle, ? 64.00 ,10,48.69, ? 688.69 ,03-02-2019,17:16:00,Ewallet,476.19%,48.69,4.4
727-02-1313,A,Yangon,Member,Male,Food and beverages, ? 62.00 ,1,1.592, ? 63.59 ,02-09-2019,13:22:00,Cash,476.19%,1.592,7.7
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle, ? 45.00 ,1,3.291, ? 48.29 ,2/22/2019,15:33:00,Cash,476.19%,3.291,4.1
849-09-3807,A,Yangon,Member,Female,Fashion accessories, ? 55.00 ,7,30.919, ? 415.92 ,2/18/2019,13:28:00,Cash,476.19%,30.919,6.6
,,,,,, ? 97.00 ,,,,,,,,,
